target
16.699333
15.840667
14.887333
14.865333
14.259333
12.150667
12.214667
13.528667
14.772667
16.046667
16.93
16.156
16.465333
16.513333
15.844
17.309333
16.91
16.65
16.680667
16.83
16.455333
17.944
18.840667
18.318
18.140667
17.817333
17.968
18.333333
17.826667
17.036
16.728
16.742667
16.366667
16.076667
15.851333
17.62
17.718
12.196667
8.785333
8.251333
7.892667
8.579333
8.738
7.818667
6.636667
5.433333
5.003333
3.784667
3.586
3.228667
3.152
4.029333
4.626
4.124667
2.716
1.55
1.404
1.174667
1.455333
1.782667
2.672
2.878667
2.804
3.033333
3.764
4.292667
5.202
5.865333
6.203333
7.859333
8.758
8.608
7.761333
9.824667
10.808667
10.104
11.476
10.724
10.658
10.113333
10.437333
9.862667
9.940667
8.744667
7.660667
6.52
5.251333
4.838
4.654
4.570667
3.849333
3.32
2.684
1.549333
0.949333
1.12
1.088
1.902667
2.436
1.638667
1.353333
0.559333
0.318667
3.192696283
1.101602869
0.653072093
0.280080705
0.19026184
0.409416503
0.57969224
0.762047326
1.284853511
0.017338064
0.10766965
0.723211541
1.104372286
1.048952377
1.110498759
0.567025097
0.08387093
0.574385735
0.012427027
0.163004192
0.530379958
0.439433445
0.199986761
0.588057122
1.157148335
1.10197487
2.116147676
2.761797866
2.678714955
2.652124449
1.784931698
1.062995141
0.84494399
1.205758952
1.015675089
0.632657164
1.415643674
1.495783086
3.485509743
1.705667808
0.627693826
0.710474392
0.008667
0.629734071
0.555923642
2.213806607
2.055783574
1.75507413
0.827653742
2.694117452
1.114972239
0.218466995
0.17323792
0.900342441
0.806071975
0.853646834
0.638227021
0.96555899
0.993507261
0.849789025
0.745605804
0.605804886
1.26679727
0.761058793
1.188134684
0.998879724
0.806702772
0.844248197
1.173043919
1.462835859
1.881743582
1.462835859
1.674500013
1.539030494
1.346380517
1.236667037
0.495758635
0.495758635
1.022822716
1.311864545
1.820293806
1.616048508
1.134479842
0.900193349
1.126362171
0.684347884
0.852767582
1.335425858
1.470071999
2.333466104
0.102857
1.693759299
1.220569684
1.800068461
1.070623962
0.66227502
0.144082167
0.256467181
0.259172818
0.329663545
0.256467181
0.256467181
0.21722789
0.252459845
0.170532283
0.209771574
0.256467181
0.256467181
0.332369181
0.285673575
0.285673575
0.491115573
0.051357267
0.051357267
0.051357267
0.080520109
0.053124665
0.65899727
0.031023636
0.65899727
0.825074829
2.022427716
1.659713605
1.155272908
2.0023491
1.137778754
0.873139563
1.105533965
0.728494808
0.761746789
0.332118707
0.183877163
0.773171412
0.973677851
1.366980673
1.785663718
1.785663718
1.718764519
1.823757671
1.620760219
1.727553036
1.428325524
1.269558334
0.834890628
1.057398667
0.046063261
0.108689728
1.057398667
1.10859343
1.171966191
0.991263369
0.838324275
1.099333
1.808
2.642667
2.692667
3.404667
4.538667
4.455333
5.408667
4.556
5.003333
12.558
21.121333
22.263333
20.358
20.39
17.168667
12.946667
16.059333
15.495
16.56
15.768
14.603333
17.288667
17.667333
19.416
21.454667
21.39
21.358667
23.674
21.045333
20.772667
21.175333
17.839333
15.657333
13.176
9.666667
8.966
9.988667
9.027333
10.710667
11.488667
11.120667
10.924667
11.214
10.788667
10.633333
12.149333
18.095333
26.21
31.206667
32.726
32.781333
32.262
27.824
24.347333
26.042667
