IMF,Gray_Relativity
IMF_4,0.743224975692193
IMF_13,0.7428192497675731
IMF_11,0.7373021812711043
IMF_9,0.7371155652101866
IMF_3,0.7365329446917648
IMF_5,0.7362761365146856
IMF_7,0.7360181938515714
IMF_14,0.7352697687277917
IMF_15,0.7351324487545705
IMF_8,0.7349149148324611
IMF_1,0.7338645070180946
IMF_2,0.7335696738731757
IMF_17,0.7329880265273345
IMF_6,0.7315834242928313
IMF_16,0.7279501576921321
IMF_10,0.7269236265402815
IMF_12,0.7179144413170551
IMF_18,0.6033759774544548
